window_start,window_end,motion_rate,motion_std,motion_zero_frac,night_motion_rate,day_motion_rate,temp_mean,temp_std,temp_slope,humidity_mean,humidity_std,humidity_slope,anomaly_score,suspicious,suspicious_in_last_n,alert_kn,alert_consecutive,alert
2025-01-01 00:00:00,2025-01-01 02:00:00,0.09090909090909091,0.28747978728803447,0.9090909090909091,0.09090909090909091,0.0,22.431023649776836,0.33957884679416755,-0.007566458378491458,42.13570109332439,1.450099941387357,0.023115963398999566,0.1984348083959183,0,0.0,0,0,0
2025-01-01 00:30:00,2025-01-01 02:30:00,0.08264462809917356,0.27534431816458976,0.9173553719008265,0.08264462809917356,0.0,22.18900617158599,0.3800845630583097,-0.008831509264769048,42.871861481479854,1.4652191782261825,0.027312155137185674,0.18351610874659446,0,0.0,0,0,0
2025-01-01 01:00:00,2025-01-01 03:00:00,0.05785123966942149,0.2334619320962898,0.9421487603305785,0.05785123966942149,0.0,21.914737129457595,0.3832223536270134,-0.009045332368788912,43.61588354862882,1.5229283358648216,0.028175000461089204,0.16971607446092513,0,0.0,0,0,0
2025-01-01 01:30:00,2025-01-01 03:30:00,0.05785123966942149,0.2334619320962898,0.9421487603305785,0.05785123966942149,0.0,21.675706560484716,0.3524916600632416,-0.007731028858276612,44.37077912811218,1.3670338018193953,0.022181137602144338,0.1240332082604598,0,0.0,0,0,0
2025-01-01 02:00:00,2025-01-01 04:00:00,0.03305785123966942,0.17878766655193337,0.9669421487603306,0.03305785123966942,0.0,21.405500849826982,0.36681157656359453,-0.008150565829719498,45.13851635381074,1.4685504114669092,0.02512919132170991,0.18241562052039953,0,0.0,0,0,0
2025-01-01 02:30:00,2025-01-01 04:30:00,0.04132231404958678,0.19903462113706272,0.9586776859504132,0.04132231404958678,0.0,21.159791994641534,0.369548328374708,-0.00815759262630724,45.84369389760363,1.5211467959033835,0.027361758970429844,0.17352832201082927,0,0.0,0,0,0
2025-01-01 03:00:00,2025-01-01 05:00:00,0.049586776859504134,0.21708967829030898,0.9504132231404959,0.049586776859504134,0.0,20.95425805841854,0.3590774645156441,-0.007378620601097843,46.53024266815122,1.4587563968088657,0.02464588897386185,0.14866939813945326,0,0.0,0,0,0
2025-01-01 03:30:00,2025-01-01 05:30:00,0.024793388429752067,0.15549493985311388,0.9752066115702479,0.024793388429752067,0.0,20.72549865146707,0.30355152879976544,-0.005552283919194248,47.26470195067134,1.3982026807429901,0.018570246796006905,0.2855986673629522,0,0.0,0,0,0
2025-01-01 04:00:00,2025-01-01 06:00:00,0.024793388429752067,0.15549493985311388,0.9752066115702479,0.025,0.0,20.555828976909904,0.2993719053298776,-0.0054412411475615145,47.90916475729138,1.403578969831864,0.02264515196372635,0.29998479491781727,0,0.0,0,0,0
2025-01-01 04:30:00,2025-01-01 06:30:00,0.08264462809917356,0.30388060017934276,0.9256198347107438,0.022222222222222223,0.25806451612903225,20.398763837965316,0.29853833061464485,-0.005493535230911567,48.52129427290926,1.3497218910165247,0.02159409359068271,0.2511772747275602,0,0.0,0,0,0
2025-01-01 05:00:00,2025-01-01 07:00:00,0.17355371900826447,0.43933996231411615,0.8512396694214877,0.016666666666666666,0.32786885245901637,20.248545160726415,0.2800201896450825,-0.004371366083888499,49.06943812804176,1.278441184261436,0.018279691445455715,0.19908663434388854,0,0.0,0,0,0
2025-01-01 05:30:00,2025-01-01 07:30:00,0.2892561983471074,0.5668240727101569,0.7603305785123967,0.03333333333333333,0.37362637362637363,20.112978436668136,0.26762140588249816,-0.0038199656159305026,49.637157318370996,1.2597611106707696,0.017823502763875544,0.19274404807917422,0,0.0,0,0,0
2025-01-01 06:00:00,2025-01-01 08:00:00,0.34710743801652894,0.5990452983279378,0.7107438016528925,0.0,0.34710743801652894,20.005666980718964,0.260434098166959,-0.003152450914396674,50.10541671932098,1.3120835760963157,0.014659815032488687,0.11876032946289321,0,0.0,0,0,0
2025-01-01 06:30:00,2025-01-01 08:30:00,0.3305785123966942,0.6217600950017861,0.743801652892562,0.0,0.3305785123966942,19.933002171904484,0.2506534066502924,-0.0018199073665917478,50.52616605359298,1.3310861215830332,0.01409950050454767,0.1567654351864603,0,0.0,0,0,0
2025-01-01 07:00:00,2025-01-01 09:00:00,0.2809917355371901,0.5781580969386018,0.7768595041322314,0.0,0.2809917355371901,19.899453388399845,0.22417037984863683,-0.0001628325457456723,50.89522920082761,1.3420859011019073,0.008739780965513425,0.21216833358499965,0,0.0,0,0,0
2025-01-01 07:30:00,2025-01-01 09:30:00,0.21487603305785125,0.5013471367967968,0.8264462809917356,0.0,0.21487603305785125,19.925950450854383,0.2291268555884509,0.0016426456660998143,51.056902410881925,1.3573264517161512,0.0029248771403086724,0.3291870012292,0,0.0,0,0,0
2025-01-01 08:00:00,2025-01-01 10:00:00,0.23140495867768596,0.5103933109634549,0.8099173553719008,0.0,0.23140495867768596,19.99749034966451,0.24911269622314341,0.0029621339818051155,51.150496195206586,1.3172726873389657,0.000679256938918858,0.2583465261336291,0,0.0,0,0,0
